name	version	reason	foreign	repository
sipbrute	11.5be2fdd-3	explicit	no	blackarch
sipcalc	1.1.6-6	dependency	no	blackarch
sipcrack	0.2-7	explicit	no	blackarch
sipffer	1:29.efc3ff1-1	explicit	no	blackarch
sipi	13.58f0dcc-4	explicit	no	blackarch
sipp	1574.5c4e8dc-1	explicit	no	blackarch
sippts	1:v4.1.2.r8.gf0b3851-1	explicit	no	blackarch
sipsak	1:0.9.8.1-1	explicit	no	blackarch
sipscan	1:0.1-7	explicit	no	blackarch
sipshock	7.6ab5591-7	explicit	no	blackarch
sipvicious	481.485d16c-1	explicit	no	blackarch
sireprat	34.b8ef60b-9	explicit	no	blackarch
sitadel	185.367e251-1	explicit	no	blackarch
sitediff	3.1383935-13	explicit	no	blackarch
sj	2.8.2.r0.g4f256ef-1	explicit	no	blackarch
sjet	103.dd2a4e6-3	explicit	no	blackarch
skipfish	2.10b-12	explicit	no	blackarch
skiptracer	1:123.ca40957-2	explicit	no	blackarch
skul	27.7bd83f1-3	explicit	no	blackarch
skydive	0.28.0-1	explicit	no	blackarch
skyjack	16.24e3878-2	explicit	no	blackarch
skype-dump	0.1-8	explicit	no	blackarch
skypefreak	33.9347a65-4	explicit	no	blackarch
slack-desktop	4.52.162-1	explicit	no	chaotic-aur
slackpirate	1:0.20.r6.g99e470f-1	explicit	no	blackarch
slang	2.3.3-4	dependency	no	extra
sleuthkit	4.15.0-1	dependency	no	extra
sleuthkit-java	4.15.0-1	dependency	no	blackarch
sleuthql	9.29fc878-9	explicit	no	blackarch
slither	1:4851.f9710ded1-2	explicit	no	blackarch
sliver	v1.7.7.r42.g2e8e537-1	explicit	no	blackarch
sloth-fuzzer	39.9f7f59a-1	explicit	no	blackarch
slowhttptest	1.9.0-2	dependency	no	extra
slowloris	0.7-11	explicit	no	blackarch
slowloris-py	30.eb7f632-1	explicit	no	blackarch
slurp-scanner	93.2dea27e-1	explicit	no	blackarch
smali	2.5.2-2	dependency	no	extra
smali-cfgs	6.4450418-4	explicit	no	blackarch
smalisca	58.1aa7a16-9	explicit	no	blackarch
smap	24.3ed1ac7-1	explicit	no	blackarch
smap-scanner	0.1.12.r5.gfcf43c1-1	explicit	no	blackarch
smartmontools	7.5-1	dependency	no	extra
smartphone-pentest-framework	104.fc45347-1	explicit	no	blackarch
smbbf	0.9.1-2	explicit	no	blackarch
smbclient	2:4.24.7-1	dependency	no	extra
smbclient-ng	3.1.0.r3.g3a8a902-1	explicit	no	blackarch
smbcrunch	12.313400e-5	explicit	no	blackarch
smbexec	2:59.a54fc14-11	explicit	no	blackarch
smbmap	1:v1.10.8.r0.g31b8a8f-1	explicit	no	blackarch
smbrelay	3-6	explicit	no	blackarch
smbspider	10.7db9323-5	explicit	no	blackarch
smbsr	50.7f86241-6	explicit	no	blackarch
smod	53.7eb8423-4	explicit	no	blackarch
smplayer	25.6.0-2	explicit	no	extra
smplayer-skins	1:20.11.0-4	explicit	no	extra
smplayer-themes	1:20.11.0-2	explicit	no	extra
smplshllctrlr	9.2baf390-1	explicit	no	blackarch
smtp-fuzz	1.0-3	explicit	no	blackarch
smtp-test	6.151f636-2	explicit	no	blackarch
smtp-user-enum	1.2-7	dependency	no	blackarch
smtp-vrfy	1.0-7	explicit	no	blackarch
smtpmap	0.8.234_BETA-4	explicit	no	blackarch
smtpscan	0.5-12	explicit	no	blackarch
smtptester	13.634e1ee-10	explicit	no	blackarch
smtptx	1.0-6	explicit	no	blackarch
smuggler	23.2be871e-8	explicit	no	blackarch
smuggler-py	1:v2.0.0.r2.ge4b0dfa-1	explicit	no	blackarch
sn00p	0.8-9	explicit	no	blackarch
sn1per	1:722.a5450bc-1	explicit	no	blackarch
snallygaster	1:v0.0.15.r3.gce5efc4-1	explicit	no	blackarch
snap-pac	3.0.1-3	dependency	no	extra
snapception	8.c156f9e-13	explicit	no	blackarch
snapper	0.13.2-1	dependency	no	extra
snapper-support	1.1.2-4	explicit	no	garuda
snapper-tools	1.3.2-1	explicit	no	chaotic-aur
snappy	1.2.2-3	dependency	no	extra
snare	188.b17fdfe-5	explicit	no	blackarch
snarf-mitm	41.bada142-2	explicit	no	blackarch
sndio	1.10.0-1	explicit	no	extra
sniff-probe-req	1:v0.8.0.r29.g0dacf88-1	explicit	no	blackarch
sniffer	4.688854e-1	explicit	no	blackarch
sniffglue	0.16.2-1	dependency	no	extra
sniffjoke	772.434bfb1-1	explicit	no	blackarch
sniffles	469.118e93f-11	explicit	no	blackarch
snitch	1.2-1	explicit	no	blackarch
snmp-brute	19.830bb0a-8	explicit	no	blackarch
snmp-fuzzer	0.1.1-10	explicit	no	blackarch
snmpattack	1.8-9	explicit	no	blackarch
snmpcheck	1.9-9	explicit	no	blackarch
snmpenum	1.7-9	explicit	no	blackarch
snmpscan	0.1-8	explicit	no	blackarch
snoopbrute	17.589fbe6-6	explicit	no	blackarch
snoopy-ng	128.eac73f5-6	explicit	no	blackarch
snort	2.9.20-2	explicit	no	blackarch
snow	20130616-4	explicit	no	blackarch
snowman	0.1.3-1	explicit	no	blackarch
snscan	1.05-6	explicit	no	blackarch
snscrape	0.4.3.20220106-7	explicit	no	blackarch
snuck	6.76196b6-2	explicit	no	blackarch
snyk	1.1283.0-1	explicit	no	blackarch
soapui	5.8.0-1	explicit	no	blackarch
soapysdr	0.8.1-7	dependency	no	extra
socat	1.8.1.3-1	dependency	no	extra
social-analyzer	0.45-6	explicit	no	blackarch
social-mapper	190.92be8da-7	explicit	no	blackarch
social-vuln-scanner	11.91794c6-15	explicit	no	blackarch
socialfish	266.3589ef3-1	explicit	no	blackarch
socialpwned	v2.0.1.r7.g333d759-2	explicit	no	blackarch
socialscan	128.5ae42d0-6	explicit	no	blackarch
socketfuzz	26.089add2-3	explicit	no	blackarch
sockstat	0.4.1-1	explicit	no	blackarch
sof-firmware	2026.09-1	explicit	no	extra
solid	6.30.0-1	dependency	no	extra
sonar-scanner	6.2.1.4610-3	explicit	no	blackarch
sonnet	6.30.0-1	dependency	no	extra
soot	3.4.0-1	explicit	no	blackarch
sooty	335.6236fd1-5	explicit	no	blackarch
soqt	1.6.4-2	explicit	no	extra
sord	0.16.22-1	dependency	no	extra
sound-theme-freedesktop	0.8-6	dependency	no	extra
soundconverter	4.1.3-2	explicit	no	extra
soundtouch	2.4.1-1	dependency	no	extra
soundwire	3.0.0-4.2	explicit	no	chaotic-aur
source-highlight	3.1.9-19	dependency	no	extra
sourcemapper	40.f739bd5-1	explicit	no	blackarch
sox	14.8.0.1-1	explicit	no	extra
spade	114-6	explicit	no	blackarch
spaf	11.671a976-5	explicit	no	blackarch
spandsp	0.0.6-7	dependency	no	extra
sparrow-wifi	1:v2.0.r29.g7559b38-1	explicit	no	blackarch
sparta	21.b0a4514-1	explicit	no	blackarch
spartan	23.babdd7d-3	explicit	no	blackarch
sparty	0.1-3	explicit	no	blackarch
spdlog	1.17.0-2	explicit	no	extra
spectacle	1:6.7.5-1	explicit	no	extra
spectools	1:3.0-1	explicit	no	blackarch
spectrwm	3.7.0.r6.g782b2a3-1	dependency	no	blackarch
speedpwn	8.3dd2793-1	explicit	no	blackarch
speedtest-cli	2.1.3-10	explicit	no	extra
speex	1.2.1-2	dependency	no	extra
speexdsp	1.2.1-2	dependency	no	extra
spektrum	2.1.0-1	explicit	no	blackarch
spf	85.344ac2f-10	explicit	no	blackarch
spfmap	8.a42d15a-3	explicit	no	blackarch
spice	0.16.0-4	explicit	no	extra
spice-gtk	0.42-5	explicit	no	extra
spice-protocol	0.14.5-1	explicit	no	extra
spiderfoot	4.0-7	explicit	no	blackarch
spiderpig-pdffuzzer	0.1-9	explicit	no	blackarch
spiga	2:690.f1831cd-1	explicit	no	blackarch
spike-fuzzer	2.9-1	explicit	no	blackarch
spike-proxy	148-9	explicit	no	blackarch
spiped	1.6.4-2	dependency	no	extra
spipscan	1:69.4ad3235-7	explicit	no	blackarch
spirv-tools	1:1.4.357.0-1	dependency	no	extra
splint	3.1.2.git20180129-3	dependency	no	extra
splix	2.0.1-2	explicit	no	chaotic-aur
sploitctl	1:3.0.4-6	explicit	no	blackarch
sploitego	153.d9568dc-4	explicit	no	blackarch
spoofcheck	16.8cce591-3	explicit	no	blackarch
spooftooph	0.5.2-4	explicit	no	blackarch
spoofy	v1.0.3.r0.g28db5fd-2	explicit	no	blackarch
spookflare	24.19491b5-9	explicit	no	blackarch
spotbugs	17817.eaabea0287-1	explicit	no	blackarch
spray365	1:0.2.2.beta.r1.g22b39af-2	explicit	no	blackarch
spraycharles	1:v2.0.2.r3.g131f8c6-1	explicit	no	blackarch
sprayhound	0.0.3-7	explicit	no	blackarch
sprayingtoolkit	60.82e2ec8-10	explicit	no	blackarch
spraykatz	62.1fb3aa7-9	explicit	no	blackarch
sps	4.3-3	explicit	no	blackarch
spyse	47.cd11ba9-11	explicit	no	blackarch
sqid	0.3-12	explicit	no	blackarch
sqlbrute	1.0-8	explicit	no	blackarch
sqlcipher	4.18.0-1	dependency	no	extra
sqldict	2.1-3	explicit	no	blackarch
sqlite	3.53.4-1	dependency	no	core
sqlivulscan	249.cc8e657-5	explicit	no	blackarch
sqlmap	1.10.7-1	dependency	no	extra
sqlninja	0.2.999-11	explicit	no	blackarch
sqlpat	1.0.1-3	explicit	no	blackarch
sqlping	4-5	explicit	no	blackarch
sqlpowerinjector	1.2-2	explicit	no	blackarch
sqlsus	0.7.2-12	explicit	no	blackarch
squashfs-tools	4.7.5-1	dependency	no	extra
sr-71	Version.r35.g6a17150-1	explicit	no	blackarch
sratom	0.6.22-1	dependency	no	extra
srt	1.5.7-1	dependency	no	extra
ssdeep	2.14.1-5	dependency	no	extra
ssdp-scanner	1.0-9	explicit	no	blackarch
ssh-audit	3.9.0-1	dependency	no	extra
ssh-honeypot	113.4bda71c-1	explicit	no	blackarch
ssh-mitm	1:v2.2.r22.g70998ba-1	explicit	no	blackarch
ssh-privkey-crack	0.4-2	explicit	no	blackarch
ssh-user-enum	7.ae453c1-6	explicit	no	blackarch
sshatter	1.2-9	explicit	no	blackarch
sshfs	3.7.6-1	explicit	no	extra
sshfuzz	1.0-5	explicit	no	blackarch
sshpass	1.10-2	dependency	no	extra
sshprank	1.7.0-1	explicit	no	blackarch
sshscan	1:1.0-2	explicit	no	blackarch
sshtrix	0.0.3-1	explicit	no	blackarch
sshtunnel	0.4.0-9	dependency	no	extra
sshuttle	1.3.2-2	dependency	no	extra
ssl-hostname-resolver	1-10	explicit	no	blackarch
ssl-phuck3r	2.0-2	explicit	yes	foreign
sslcaudit	524.f218b9b-5	explicit	no	blackarch
ssldump	1.7-1	explicit	no	blackarch
sslh	2.3.1-1	dependency	no	extra
ssllabs-scan	251.53cd76a-1	explicit	no	blackarch
sslmap	0.2.0-3	explicit	no	blackarch
sslnuke	5.c5faeaa-2	explicit	no	blackarch
sslscan	2.2.3-1	dependency	no	extra
sslscan2	774.075137c-1	explicit	no	blackarch
sslsniff	0.8-6	explicit	no	blackarch
sslsplit	0.5.5-3	dependency	no	extra
sslstrip	0.9-13	explicit	no	blackarch
sslyze	6.3.1-1	dependency	no	blackarch
ssma	215.2a2b6bd-10	explicit	no	blackarch
ssrf-proxy	293.e79da7a-19	explicit	no	blackarch
ssrf-sheriff	2.f95d691-2	explicit	no	blackarch
ssrfmap	127.290e07d-1	explicit	no	blackarch
sstimap	v1.4.r0.g1c27fdb-1	explicit	no	blackarch
sstp-client	1:1.0.20-2	dependency	no	extra
stackflow	2.2af525d-5	explicit	no	blackarch
stacoan	0.90-1	explicit	no	blackarch
stacs	0.5.1.r0.g11f3503-7	explicit	no	blackarch
staekka	9.57787ca-8	explicit	no	blackarch
stardox	41.95b0a97-10	explicit	no	blackarch
starship	1.26.0-1	dependency	no	extra
starttls-mitm	7.b257756-5	explicit	no	blackarch
startup-notification	0.12-9	explicit	no	extra
statsprocessor	5:0.11-3	explicit	no	blackarch
stegcracker	2.1.0-6	explicit	no	blackarch
stegdetect	20.28a4f07-2	explicit	no	blackarch
steghide	0.5.1-14	explicit	no	chaotic-aur
stegolego	8.85354f6-4	explicit	no	blackarch
stegosip	11.5cda6d6-3	explicit	no	blackarch
stegoveritas	1.10-6	explicit	yes	foreign
stegseek	1:v0.6.r10.g5896978-2	explicit	no	blackarch
stegsolve	1.3-1	explicit	no	blackarch
stenographer	486.355604b-2	explicit	no	blackarch
stepic	0.4-2	explicit	no	blackarch
stews	1.0.0.r7.gc7bba5a-7	explicit	no	blackarch
sticky-keys-hunter	15.c816fc9-1	explicit	no	blackarch
stig-viewer	2.8-1	explicit	no	blackarch
stk	5.0.1-4	explicit	no	extra
stoken	0.92-6	dependency	no	extra
stomper	63.0a4c397-4	dependency	no	blackarch
stompy	0.0.4-4	explicit	no	blackarch
stoq	769.8bfc78b-7	explicit	no	blackarch
storm-ring	0.1-7	explicit	no	blackarch
stowaway	v2.2.r43.g7f715be-1	explicit	no	blackarch
strace	7.2-1	dependency	no	extra
strawberry	1.2.30-1	explicit	no	extra
streamfinder	1.2-1	explicit	no	blackarch
streamlink	8.6.1-1	explicit	no	extra
streamlink-twitch-gui-bin	2.5.3-1.1	explicit	no	chaotic-aur
striker	85.87c184d-9	explicit	no	blackarch
stringsifter	39.33c0cd5-5	explicit	no	blackarch
striptls	55.5ec712c-3	explicit	no	blackarch
strongswan	6.1.0-2	dependency	no	extra
strutscan	4.8712c12-8	explicit	no	blackarch
stunnel	5.82-1	dependency	no	extra
stunner	v0.5.8.r181.g42516fb-1	explicit	no	blackarch
sub7	2.2-4	explicit	no	blackarch
subbrute	77.r30.g07d2925-1	dependency	no	blackarch
subdomainer	1.2-6	explicit	no	blackarch
subfinder	1:v2.14.0.r55.g984c070e-1	explicit	no	blackarch
subjack	182.49c51e5-3	explicit	no	blackarch
subjs	48.3eb4dc9-1	explicit	no	blackarch
sublert	67.56d2a12-8	explicit	no	blackarch
sublist3r	138.729d649-9	explicit	no	blackarch
subover	71.3d258e2-4	explicit	no	blackarch
subscraper	2:34.29aa5cc-5	explicit	no	blackarch
subterfuge	2:64.69dda99-3	explicit	no	blackarch
subtitlecomposer	0.8.2-6	explicit	no	extra
subversion	1.14.5-5	dependency	no	extra
subzy	v1.2.1.r0.gf2e2ec7-1	explicit	no	blackarch
sucrack	1.2.3-8	explicit	no	blackarch
sudo	1.9.17.p2-6	explicit	no	core
suid3num	63.881b488-2	explicit	no	blackarch
suil	0.10.26-1	explicit	no	extra
suitesparse	7.14.1-1	explicit	no	extra
sulley	4:1.0.bff0dd1-3	explicit	no	blackarch
superlu	7.0.1-2	explicit	no	extra
superscan	4.1-3	explicit	no	blackarch
suricata	6.0.20-1	explicit	no	blackarch
suricata-verify	2:suricata.7.0.17.r127.gcd1e4e9-1	explicit	no	blackarch
svn-extractor	45.6829804-6	explicit	no	blackarch
svt-av1	4.2.0-1	dependency	no	extra
svt-hevc	1.5.1-4	dependency	no	extra
swaks	20240103.0-3	dependency	no	extra
swamp	59.3c8be65-1	explicit	no	blackarch
swap-digger	51.4d18ce0-1	explicit	no	blackarch
swarm	1:41.1713c1e-6	explicit	no	blackarch
sweethome3d	7.5-2	explicit	no	extra
swfintruder	0.9.1-4	explicit	no	blackarch
swig	4.5.1-1	dependency	no	extra
syborg	36.5cd010b-8	explicit	no	blackarch
sylkie	1:0.0.4.r3.g1cf170f-3	explicit	no	blackarch
syms2elf	12.329c2ce-3	explicit	no	blackarch
syndication	6.30.0-1	dependency	no	extra
synfig	1.4.5-8	explicit	no	extra
synfigstudio	1.4.5-2	explicit	no	extra
synflood	0.1-4	explicit	no	blackarch
synner	1.1-3	explicit	no	blackarch
synscan	5.02-8	explicit	no	blackarch
syntax-highlighting	6.30.0-1	dependency	no	extra
syringe	12.79a703e-2	explicit	no	blackarch
sysdig	0.41.4-3	dependency	no	extra
sysfsutils	2.1.1-2	dependency	no	extra
sysinternals-suite	1:6.4-1	explicit	no	blackarch
sysprof	50.0-6	explicit	no	extra
systemd	262-1	explicit	no	core
systemd-libs	262-1	dependency	no	core
systemd-oomd-defaults	253.5-2	dependency	no	chaotic-aur
systemd-sysvcompat	262-1	explicit	no	core
systemsettings	6.7.5-1	dependency	no	extra
t50	1:5.8.7c-1	explicit	no	blackarch
tabi	13.068a406-4	explicit	no	blackarch
tachyon-scanner	1:3.5.6.r4.gba0fe61-1	explicit	no	blackarch
tactical-exploitation	101.18209fe-1	explicit	no	blackarch
taglib	2.3.2-1	dependency	no	extra
taglib1	1.13.1-3	explicit	yes	foreign
taipan	1:2.9.498.18-1	explicit	no	blackarch
takeover	98.a058647-3	explicit	no	blackarch
talloc	2.5.0-2	dependency	no	extra
talon	v3.1.r1.g8acc175-1	explicit	no	blackarch
taof	0.3.2-10	explicit	no	blackarch
tar	1.35-5	explicit	no	core
targetedkerberoast	27.ebed079-3	explicit	no	blackarch
tbear	1.5-4	explicit	no	blackarch
tcgetkey	0.1-4	explicit	no	blackarch
tchunt-ng	208.b8cf7fc-2	explicit	no	blackarch
tcl	8.6.16-1	dependency	no	extra
tcpcontrol-fuzzer	2:0.1-9	explicit	no	blackarch
tcpcopy	1285.929511d-1	explicit	no	blackarch
tcpdstat	4.be5bd28-1	explicit	no	blackarch
tcpdump	4.99.7-1	dependency	no	extra
tcpextract	1.1-7	explicit	no	blackarch
tcpflow	1.6.1-2	dependency	no	extra
tcpjunk	2.9.03-5	explicit	no	blackarch
tcpreplay	4.6.1-1	dependency	no	extra
tcptrace	6.6.7-8	explicit	no	blackarch
tcptraceroute	1.5beta7-4	explicit	no	blackarch
tcpwatch	1.3.1-6	explicit	no	blackarch
tcpxtract	1.0.1-6	explicit	no	blackarch
tdb	1.4.15-2	dependency	no	extra
tealdeer	1.9.0-1	dependency	no	extra
teams-for-linux	2.20.1-1	explicit	no	chaotic-aur
teamsuserenum	v1.0.r1.g0c8b6c2-1	explicit	no	blackarch
teardown	1.0-2	explicit	no	blackarch
tekdefense-automater	88.42548cf-5	explicit	no	blackarch
tela-circle-icon-theme-dracula	2026_07_07-1	explicit	no	extra
telegram-desktop	7.2.9-1	explicit	no	extra
tell-me-your-secrets	1:v2.4.2.r3.g5434b9d-6	explicit	no	blackarch
template-glib	3.40.0-1	explicit	no	extra
tempomail	26.5600ec3-1	explicit	no	blackarch
tensorboard	2.21.0-1	dependency	no	extra
termineter	210.a802f94-5	explicit	no	blackarch
terminus-font	4.49.1-8	explicit	no	extra
terminus-font-ttf	4.49.3-1	dependency	no	blackarch
terraform	1.15.9-1	explicit	no	extra
tesseract	5.5.3-1	dependency	no	extra
tesseract-data-afr	2:4.1.0-5	explicit	no	extra
tesseract-data-eng	2:4.1.0-5	explicit	no	extra
tesseract-data-osd	2:4.1.0-5	dependency	no	extra
testdisk	7.2-4	dependency	no	extra
testssl.sh	3.2.4-1	dependency	no	extra
tevent	1:0.17.2-2	dependency	no	extra
texinfo	7.3-1	dependency	no	core
texlive-basic	2026.1-1	dependency	no	extra
texlive-bin	2026.0-2	dependency	no	extra
texlive-fontsextra	2026.1-1	dependency	no	extra
texlive-fontsrecommended	2026.1-1	dependency	no	extra
texlive-latex	2026.1-1	dependency	no	extra
texlive-latexextra	2026.1-1	dependency	no	extra
texlive-latexrecommended	2026.1-1	dependency	no	extra
texlive-pictures	2026.1-1	dependency	no	extra
tfsec	v0.63.1.r408.gb692c20b6-1	explicit	no	blackarch
tftp-bruteforce	0.1-12	explicit	no	blackarch
tftp-fuzz	1:1337-4	explicit	no	blackarch
tftp-proxy	0.1-5	explicit	no	blackarch
tgcd	1.1.1-2	explicit	no	blackarch
thc-ipv6	3.8-4	dependency	no	extra
thc-keyfinder	1.0-2	explicit	no	blackarch
thc-pptp-bruter	0.1.4-7	explicit	no	blackarch
thc-smartbrute	1.0-3	explicit	no	blackarch
thc-ssl-dos	1.4-12	explicit	no	blackarch
thcrut	1.2.5-1	explicit	no	blackarch
thedorkbox	7.43852d3-2	explicit	no	blackarch
thefatrat	813.b0586d0-1	explicit	no	blackarch
thefuzz	160.b4c2c80-3	explicit	no	blackarch
theharvester	1:4.11.1.r76.g760b386-1	dependency	no	blackarch
themole	0.3-11	explicit	no	blackarch
thermald	2:2.5.13-1	explicit	no	extra
thezoo	235.c869b2e-1	explicit	no	blackarch
thin-provisioning-tools	1.3.4-1	dependency	no	core
threadweaver	6.30.0-1	dependency	no	extra
threat-dragon	2.2.0-1	explicit	no	blackarch
threatspec	0.5.0-9	explicit	no	blackarch
thrift	0.22.0-6	dependency	no	extra
thumbcacheviewer	1.0.3.7-1	explicit	no	blackarch
thunar	4.20.10-1	explicit	no	extra
thunar-archive-plugin	0.6.0-1	explicit	no	extra
thunar-media-tags-plugin	0.6.0-1	explicit	no	extra
thunar-volman	4.20.0-2	explicit	no	extra
thunderbird	156.0-1	explicit	no	extra
tidos-framework	v2.0.beta2.r22.g4098187-8	explicit	no	blackarch
tidy	5.8.0-3	dependency	no	extra
tiger	3.2.3-8	explicit	no	blackarch
tigervnc	1.16.2-5	dependency	no	extra
tilt	90.2bc2ef2-6	explicit	no	blackarch
timegen	0.4-3	explicit	no	blackarch
timeverter	83.24b715e-7	explicit	no	blackarch
tinc	1.0.36-4	dependency	no	extra
tinfoleak	3.6469eb3-5	explicit	no	blackarch
tinfoleak2	41.c45c33e-12	explicit	no	blackarch
tinja	1.2.0.r5.g507d903-1	explicit	no	blackarch
tinyproxy	1.11.3-1	dependency	no	extra
tinysparql	3.11.1-1	dependency	no	extra
tinyxml	2.6.2-13	explicit	no	extra
tinyxml2	11.0.0-2	explicit	no	extra
tk	8.6.16-1	explicit	no	extra
tl-expected	1.3.1-1	dependency	no	extra
tlottie	1.0.6-1	explicit	no	extra
tls-attacker	1:9246.931058ef3-1	explicit	no	blackarch
tls-fingerprinting	257.4b6e878-3	explicit	no	blackarch
tls-map	v3.3.0.r0.gd68ec8a-1	explicit	no	blackarch
tls-prober	286.72b1029-3	explicit	no	blackarch
tlsenum	78.787c88b-5	explicit	no	blackarch
tlsfuzzer	1961.5eebc44-1	explicit	no	blackarch
tlshelpers	40.a8de547-1	explicit	no	blackarch
tlspretense	1:v0.6.2.r22.g0a5faf4-6	explicit	no	blackarch
tlssled	1.3-6	explicit	no	blackarch
tlsx	1:v1.4.0.r0.gffe1cfe-1	explicit	no	blackarch
tmux	3.7_c-1	dependency	no	extra
tnscmd	1.3-9	explicit	no	blackarch
toilet	0.3.r155.3eb9d58-3	dependency	no	extra
token-hunter	343.3358a33-2	explicit	no	blackarch
token-reverser	10.cbb4528-6	explicit	no	blackarch
tomcatwardeployer	98.4535e64-3	explicit	no	blackarch
topera	19.3e230fd-6	explicit	no	blackarch
topgrade	17.12.1-1	explicit	no	chaotic-aur
tor	0.4.9.12-1	explicit	no	extra
tor-autocircuit	0.2-8	explicit	no	blackarch
tor-browser	15.0.22-1	explicit	no	blackarch
tor-router	1.5.3-1.2	explicit	no	chaotic-aur
torbrowser-launcher	0.3.9-1	explicit	no	extra
torcrawl	1:v1.35.r4.g2fb5d78-1	explicit	no	blackarch
torctl	1:0.5.7-1	explicit	no	blackarch
torpy	60.ebf000c-8	explicit	no	blackarch
torshammer	1.0-7	explicit	no	blackarch
torsocks	2.5.0-1	dependency	no	extra
totem-pl-parser	3.26.7-1	explicit	no	extra
tpcat	latest-10	explicit	no	blackarch
tplmap	719.616b0e5-3	explicit	no	blackarch
tpm2-tss	4.2.0-2	dependency	no	core
traceroute	2.1.6-1	explicit	no	extra
transmageddon	1.5-16	explicit	no	extra
trape	132.6baae24-9	explicit	no	blackarch
traxss	81.48dee2e-10	explicit	no	blackarch
tre	0.9.0-1	dependency	no	extra
treasure	1:2.b3249be-1	explicit	no	blackarch
tree	2.3.2-1	dependency	no	extra
tree-sitter	0.26.9-1	explicit	no	extra
trevorproxy	1.0.6-10	explicit	no	blackarch
trevorspray	1:2.3.0-9	explicit	no	blackarch
trid	2.48-1	explicit	no	blackarch
trid-defs	2026.07.26-1	dependency	no	blackarch
trinity	5192.e7187245-1	explicit	no	blackarch
triton	1:4382.bc84cf74-1	explicit	no	blackarch
trivy	0.73.0-1	dependency	no	extra
trixd00r	0.0.1-5	explicit	no	blackarch
trizen	1:1.68-1.2	explicit	no	chaotic-aur
truecrack	35-4	explicit	no	blackarch
truegaze	117.c3f26bc-9	explicit	no	blackarch
truehunter	14.0a2895d-3	explicit	no	blackarch
trufflehog	3:v3.97.4.r9.g4b7d1d3a6-1	explicit	no	blackarch
trusttrees	102.a9b7399-10	explicit	no	blackarch
tsh	0.6-5	explicit	no	blackarch
tsh-sctp	2.850a2da-3	explicit	no	blackarch
tslib	1.24-1	dependency	no	extra
ttf-dejavu	2.37+18+g9b5d1b2f-8	explicit	no	extra
ttf-fantasque-sans-mono	1.8.0-3	explicit	no	extra
ttf-fira-sans	1:4.301-3	explicit	no	extra
ttf-hack	3.003-7	dependency	no	extra
ttf-jetbrains-mono-nerd	3.5.1-2	dependency	no	extra
ttf-liberation	2.1.5-2	explicit	no	extra
ttf-opensans	3.003-1	explicit	no	extra
ttpassgen	133.a06d99d-9	explicit	no	blackarch
tumbler	4.20.2-2	explicit	no	extra
tunna	41.cba006d-3	explicit	no	blackarch
turner	32.fad9423-1	explicit	no	blackarch
tweets-analyzer	55.8d6bd3c-3	explicit	no	blackarch
tweetshell	21.47a415c-1	explicit	no	blackarch
twine	7.0.0-1	dependency	no	extra
twint	1:845.e7c8a0c7-7	dependency	no	blackarch
twofi	2.0-15	explicit	no	blackarch
twolame	0.4.0-4	dependency	no	extra
typo3scan	v1.2.final.r0.g0c4ec73-6	explicit	no	blackarch
tyton	1:80.56494f3-1	explicit	no	blackarch
tzdata	2026d-1	dependency	no	core
u3-pwn	2.0-9	explicit	no	blackarch
u3-tool	0.3-6	dependency	no	blackarch
uacme	319.3f1885c-1	explicit	no	blackarch
uatester	1.06-9	explicit	no	blackarch
uberfile	14.4414c2a-9	explicit	no	blackarch
ubertooth	2020.12.R1.r35.gc9dfdbd-1	explicit	no	blackarch
ubiquiti-probing	5.c28f4c1-8	explicit	no	blackarch
ubitack	0.3-4	explicit	no	blackarch
uchardet	0.0.8-4	explicit	no	extra
udis86	1.7.2-10	explicit	no	blackarch
udisks2	2.11.2-1	dependency	no	extra
udork	102.1a0aab0-4	explicit	no	blackarch
udp-hunter	4.b95cce5-7	explicit	no	blackarch
udp2raw	20230206.0-3	dependency	no	extra
udpastcp	29.683b5e3-1	explicit	no	blackarch
udptunnel	2:19-5	explicit	no	blackarch
udsim	33.b379464-1	explicit	no	blackarch
uefi-firmware-parser	214.86d2834-1	explicit	no	blackarch
uff	46.93fea53-3	explicit	no	blackarch
ufo-wardriving	4-7	explicit	no	blackarch
ufonet	84.aea21b3-5	explicit	no	blackarch
ufw	0.36.2-7	explicit	no	extra
uglify-js	3.19.3-1	dependency	no	extra
ugrep	7.8.5-1	explicit	no	extra
uhoh365	26.110277a-9	explicit	no	blackarch
ultimate-facebook-scraper	236.5661bdc-1	explicit	no	blackarch
umap	25.3ad8121-11	explicit	no	blackarch
umit	1.0-9	explicit	no	blackarch
unace	2.5-11	explicit	no	extra
unarchiver	1.10.8-6	explicit	no	extra
unarj	2.65-2	explicit	no	extra
unblob	26.6.4.r190.g540d88f-1	explicit	no	blackarch
uncaptcha2	7.473f33d-10	explicit	no	blackarch
uncover	v1.0.2.r2.g4b929e0-1	explicit	no	blackarch
undbx	0.21.r3.g5e31c75-1	explicit	no	blackarch
unfurl	16.99ad735-2	explicit	no	blackarch
unhide	20240510-1	dependency	no	extra
unibrute	1.b3fb4b7-5	explicit	no	blackarch
unicorn	2.1.4-2	dependency	no	extra
unicorn-powershell	217.172027b-1	explicit	no	blackarch
unicornscan	2:0.4.43-1	dependency	no	blackarch
unifetch	1.3.3-2	explicit	no	chaotic-aur
